src,dst,amount,timestamp,shared_device
1692,1598,638.02,990249,0
1692,2390,212.92,990389,0
1693,834,483.44,990788,0
1693,1998,462.02,990799,0
1693,1127,1421.64,991173,0
1694,2561,470.22,991260,0
1694,1560,824.35,991520,0
1695,2093,1092.56,991764,0
1695,1530,346.47,992080,0
1695,453,3877.81,992162,0
1696,913,1926.53,992418,0
1696,2670,4633.59,992637,0
1696,612,528.08,992870,0
1696,1220,1405.01,993124,0
1696,989,1194.38,993295,0
1697,2261,923.06,993467,0
1697,2209,718.66,993658,0
1697,678,217.89,993822,0
1697,2147,1123.52,994013,0
1697,2764,939.08,994352,0
1698,974,339.81,994436,0
1698,1501,7212.43,994739,0
1698,771,343.47,995113,0
1698,2353,3490.89,995127,0
1699,676,839.38,995223,0
1699,598,607.49,995610,0
1699,2342,789.53,995708,0
1700,468,190.75,996099,0
1700,2397,3665.74,996185,0
1700,1248,743.8,996513,0
1700,544,981.21,996625,0
1701,397,810.92,996949,0
1701,506,119.74,997283,0
1701,715,919.58,997576,0
1702,1228,1766.18,997582,0
1703,1774,555.7,997684,0
1703,376,4561.76,998038,0
1703,659,535.67,998103,0
1703,842,835.86,998377,0
1703,2938,1024.54,998730,0
1704,1037,1920.79,999051,0
1704,50,3776.54,999172,0
1704,1680,1046.4,999563,0
1704,1858,3469.98,999604,0
1704,2924,3137.83,999833,0
1705,717,1439.92,1000223,0
1705,3,1909.05,1000483,0
1706,1811,94.87,1000814,0
1706,2128,370.51,1000841,0
1706,905,749.91,1001185,0
1706,2893,263.02,1001562,0
1707,826,348.26,1001826,0
1707,2838,14750.44,1001937,0
1707,999,948.13,1002104,0
1707,700,818.15,1002312,0
1708,2885,130.4,1002697,0
1708,2764,341.73,1002951,0
1708,2510,852.08,1003173,0
1708,2395,959.03,1003531,0
1709,1926,741.64,1003809,0
1709,1670,861.31,1003887,0
1709,539,2316.99,1004201,0
1709,231,929.43,1004424,0
1710,190,741.64,1004707,0
1710,1526,570.73,1004819,0
1711,1658,3654.4,1004822,0
1711,1385,3863.54,1004878,0
1711,1950,4336.05,1005166,0
1711,1531,1105.99,1005526,0
1711,1156,2994.27,1005796,0
1712,802,7763.03,1005842,0
1712,2540,938.97,1006074,0
1712,1372,884.91,1006171,0
1713,1484,1299.6,1006367,0
1713,1810,264.58,1006662,0
1713,43,500.0,1006854,0
1714,2138,1331.88,1007144,0
1715,2446,1122.69,1007431,0
1715,2707,1880.42,1007681,0
1715,385,375.65,1007968,0
1715,566,797.94,1008186,0
1715,1170,7887.97,1008581,0
1716,65,1400.34,1008598,0
1716,219,296.05,1008847,0
1716,2001,4906.59,1009239,0
1716,2418,1549.66,1009277,0
1716,2474,5382.19,1009409,0
1717,76,1847.06,1009717,0
1717,2082,893.65,1009802,0
1717,2398,271.99,1010044,0
1718,1845,237.57,1010368,0
1718,1510,362.31,1010413,0
1718,1302,4815.89,1010732,0
1719,1808,3986.85,1011083,0
1719,127,2639.2,1011452,0
1719,2433,612.57,1011665,0
1719,2973,1730.14,1011770,0
1719,82,587.76,1011804,0
1720,987,4031.9,1011851,0
1721,73,327.6,1012247,0
1722,779,6420.78,1012359,0
1722,1047,1364.89,1012719,0
1722,2825,396.41,1012768,0
1722,541,321.12,1013049,0
1723,1119,1182.09,1013098,0
1724,2749,7767.45,1013137,0
1724,2598,2369.44,1013407,0
1724,2913,2294.12,1013565,0
1725,696,4827.43,1013840,0
1725,1477,642.29,1014106,0
1726,1960,1854.33,1014202,0
1726,1060,1604.9,1014215,0
1726,2696,793.17,1014359,0
1726,2829,3153.97,1014688,0
1727,1842,2804.25,1014982,0
1727,1460,15938.74,1015363,0
1728,1024,1828.81,1015414,0
1728,2499,3612.58,1015486,0
1728,1039,273.26,1015601,0
1728,1889,958.03,1015797,0
1728,2918,472.22,1016100,0
1729,2049,1091.31,1016167,0
1729,1434,3023.72,1016514,0
1729,2843,1271.26,1016891,0
1729,2465,1374.08,1017114,0
1729,91,1774.46,1017371,0
1730,177,165.89,1017720,0
1730,970,1539.46,1017782,0
1731,5,299.06,1017895,0
1731,1300,514.44,1018142,0
1732,2587,1735.38,1018314,0
1732,234,439.42,1018466,0
1733,1650,218.18,1018813,0
1733,1906,585.36,1019195,0
1734,6,1449.2,1019482,0
1734,306,1439.57,1019644,0
1734,517,1107.11,1019942,0
1734,2704,392.29,1020222,0
1735,2087,1383.37,1020417,0
1735,627,1179.2,1020516,0
1736,1709,376.46,1020790,0
1737,618,2478.02,1021145,0
1737,1833,703.81,1021227,0
1737,676,7139.39,1021340,0
1738,2924,788.02,1021666,0
1738,1892,794.92,1021760,0
1738,1866,541.43,1021961,0
1738,1881,620.05,1022080,0
1739,2102,3327.6,1022278,0
1740,1095,345.18,1022629,0
1740,285,336.81,1022837,0
1740,1879,3155.72,1022851,0
1741,995,963.03,1023195,0
1741,2124,2419.08,1023257,0
1742,2815,3774.21,1023636,0
1742,1736,547.61,1023720,0
1743,323,685.81,1024093,0
1743,1176,385.46,1024324,0
1744,857,554.57,1024698,0
1744,1022,8599.91,1024732,0
1744,1342,441.34,1025059,0
1744,2244,4180.47,1025374,0
1744,1574,1762.58,1025700,0
1745,1056,1392.37,1025791,0
1745,2101,1378.21,1026076,0
1745,1319,2247.47,1026078,0
1745,1280,2626.92,1026222,0
1746,2218,274.93,1026607,0
1746,2765,691.01,1026705,0
1746,542,1115.52,1027104,0
1746,2236,591.59,1027256,0
1746,932,292.15,1027588,0
1747,326,2514.77,1027882,0
1747,907,368.33,1028089,0
1747,781,457.79,1028291,0
1747,1649,2725.47,1028487,0
1748,812,2842.67,1028814,0
1749,994,2703.18,1029123,0
1749,1392,536.24,1029384,0
1749,720,5658.13,1029776,0
1749,2727,1440.23,1030149,0
1750,930,505.53,1030352,0
1750,1352,327.61,1030533,0
1750,2684,400.07,1030681,0
1750,1551,2311.99,1030860,0
1750,2219,2745.68,1030926,0
1751,1461,1600.98,1031260,0
1751,844,320.21,1031432,0
1752,960,497.0,1031822,0
1753,2496,3532.93,1031863,0
1753,295,440.77,1031891,0
1753,222,557.8,1032171,0
1754,2584,1242.18,1032545,0
1755,937,1700.64,1032804,0
1755,2059,1095.09,1033176,0
1755,1001,780.34,1033565,0
1756,2846,882.06,1033696,0
1756,918,192.84,1034084,0
1756,1765,558.18,1034113,0
1756,1458,6836.62,1034236,0
1756,97,10785.87,1034378,0
1757,455,3924.82,1034656,0
1757,2129,1499.81,1034922,0
1758,2831,333.99,1035087,0
1758,2365,210.27,1035426,0
1758,506,842.28,1035797,0
1758,1590,1218.09,1036064,0
1758,1209,1323.62,1036444,0
1759,547,910.09,1036730,0
1759,1849,645.05,1036912,0
1759,563,624.87,1037239,0
1759,2395,2112.77,1037374,0
1759,2379,1647.66,1037744,0
1760,646,673.56,1038121,0
1760,2171,2504.93,1038503,0
1760,219,252.03,1038583,0
1760,2611,5045.86,1038943,0
1761,273,3383.51,1039023,0
1761,2950,3877.52,1039302,0
1762,1569,10241.21,1039453,0
1762,350,2312.69,1039483,0
1763,1924,274.31,1039556,0
1763,761,87.76,1039914,0
1763,251,514.97,1039971,0
1763,2660,463.34,1040121,0
1763,997,468.32,1040363,0
1764,776,4414.55,1040592,0
1764,2738,3060.69,1040755,0
1764,2800,3324.67,1041118,0
1765,2058,1863.86,1041491,0
1765,380,249.23,1041683,0
1765,2048,562.98,1041871,0
1765,304,1720.75,1042016,0
1766,1569,436.21,1042254,0
1767,525,171.27,1042320,0
1767,2842,5121.95,1042632,0
1767,467,391.78,1042762,0
1767,1347,1033.39,1042987,0
1768,1393,6966.88,1043275,0
1768,555,675.34,1043502,0
1768,1792,447.65,1043653,0
1768,741,1206.46,1043782,0
1768,890,1098.26,1044064,0
1769,1544,1742.49,1044347,0
1769,625,1309.65,1044659,0
1769,2788,1172.47,1044834,0
1769,1506,1926.1,1045146,0
1770,950,293.96,1045352,0
1770,1556,526.19,1045703,0
1771,484,1822.6,1045800,0
1771,2952,868.59,1046194,0
1771,1147,4622.7,1046535,0
1772,2951,302.8,1046712,0
1772,1275,62.6,1046910,0
1772,373,2747.27,1046949,0
1773,2641,1319.1,1046955,0
1773,2041,2398.8,1047118,0
1773,1678,2129.84,1047332,0
1774,107,334.64,1047614,0
1774,1166,3735.26,1047798,0
1774,2443,1746.68,1048009,0
1775,2059,214.15,1048257,0
1776,1180,1236.92,1048610,0
1776,2419,667.46,1048993,0
1776,2467,3046.44,1049392,0
1777,1125,2084.42,1049462,0
1777,1994,6314.7,1049719,0
1778,2974,1329.44,1049770,0
1778,142,384.1,1050021,0
1778,1343,3585.19,1050294,0
1778,627,232.21,1050485,0
1778,227,757.09,1050808,0
1779,2178,508.49,1050953,0
1779,2180,1281.0,1051153,0
1779,1410,1386.67,1051547,0
1779,2193,543.4,1051806,0
1779,2028,2086.83,1052127,0
1780,2460,4817.42,1052511,0
1781,1282,1095.94,1052844,0
1781,570,859.1,1053148,0
1781,1216,125.6,1053517,0
1781,2084,1400.33,1053901,0
1781,2109,2503.7,1054054,0
1782,2892,958.77,1054452,0
1782,2133,506.47,1054487,0
1782,1756,1532.49,1054622,0
1782,2695,716.58,1054713,0
1783,1829,371.24,1054770,0
1783,2879,561.25,1054944,0
1784,302,711.64,1055187,0
1784,435,1679.81,1055546,0
1784,286,3623.34,1055844,0
1784,621,4071.93,1055964,0
1785,1501,1005.77,1056092,0
1785,399,5997.75,1056240,0
1785,301,535.85,1056256,0
1785,707,686.66,1056495,0
1785,1020,2043.45,1056894,0
1786,60,2018.24,1057158,0
1787,154,1597.55,1057442,0
1787,2678,1210.56,1057533,0
1788,922,6401.66,1057902,0
1788,1565,379.51,1058045,0
1789,1872,1529.54,1058245,0
1789,2748,669.35,1058397,0
1789,1384,807.97,1058545,0
1789,953,994.7,1058933,0
1789,788,1376.09,1059193,0
1790,2450,1505.63,1059363,0
1791,151,263.05,1059503,0
1791,1048,206.29,1059869,0
1792,284,866.88,1060018,0
1792,1717,4693.93,1060394,0
1792,1378,782.69,1060731,0
1792,170,157.12,1061091,0
1792,257,4399.06,1061483,0
1793,838,169.41,1061824,0
1793,828,298.02,1062042,0
1794,832,227.44,1062060,0
1794,2840,2081.36,1062180,0
1794,2686,1626.3,1062396,0
1794,2754,2692.25,1062701,0
1795,461,1160.12,1063068,0
1796,1588,3310.85,1063260,0
1796,1133,521.1,1063545,0
1796,2845,11528.76,1063601,0
1796,1490,2444.29,1063946,0
1797,2134,8273.74,1064077,0
1797,1443,829.94,1064195,0
1797,1985,444.43,1064497,0
1797,2477,2666.36,1064780,0
1798,1259,1081.86,1064974,0
1798,2125,642.05,1065271,0
1798,78,468.54,1065632,0
1798,505,2534.59,1065888,0
1798,429,839.6,1065966,0
1799,377,137.9,1066183,0
1799,86,753.43,1066265,0
1799,1351,537.55,1066604,0
1799,223,2585.77,1066890,0
1799,313,1421.91,1066974,0
1800,1012,494.69,1066998,0
1800,1050,1208.92,1067077,0
1800,2283,3759.42,1067354,0
1800,763,4136.43,1067753,0
1800,1430,1131.86,1067864,0
1801,2343,4501.76,1068182,0
1801,1797,551.98,1068374,0
1801,565,2485.74,1068659,0
1801,642,2170.29,1068983,0
1801,2843,2455.33,1069330,0
1802,2910,168.54,1069708,0
1802,662,4008.67,1069928,0
1803,1398,4253.42,1069947,0
1803,1320,715.73,1070120,0
1803,1126,1135.19,1070164,0
1804,2162,431.9,1070353,0
1804,1434,5438.27,1070455,0
1805,826,2481.79,1070839,0
1805,515,2276.23,1070952,0
1805,2968,2351.32,1071191,0
1805,392,1627.72,1071238,0
1806,498,231.4,1071350,0
1806,2776,3814.26,1071595,0
1806,960,1740.9,1071630,0
1807,1990,3808.55,1071695,0
1807,274,3133.02,1071965,0
1807,1700,950.2,1072158,0
1808,2161,1455.68,1072526,0
1808,2508,1832.88,1072849,0
1808,268,2322.44,1072869,0
1808,224,2004.2,1072935,0
1808,591,945.42,1073240,0
1809,1044,168.46,1073633,0
1809,325,1607.92,1073785,0
1810,1488,5650.86,1073976,0
1810,2889,223.85,1074071,0
1810,483,260.96,1074408,0
1810,919,3979.28,1074464,0
1810,1468,1188.21,1074677,0
1811,2263,910.38,1074813,0
1811,43,1947.47,1075203,0
1811,38,716.38,1075222,0
1811,553,967.8,1075428,0
1812,162,1513.23,1075623,0
1812,1913,1828.65,1075683,0
1812,1877,3089.84,1075801,0
1813,2835,195.43,1075835,0
1814,119,4665.01,1075979,0
1814,987,2014.22,1075985,0
1815,91,13036.54,1076052,0
1815,2365,1180.01,1076371,0
1815,2941,1244.61,1076665,0
1816,2602,622.04,1076814,0
1816,1164,3043.68,1076970,0
1816,672,3707.2,1077308,0
1816,876,409.26,1077605,0
1817,2248,1100.26,1077650,0
1817,384,141.53,1077725,0
1818,77,5297.74,1077862,0
1818,1766,712.48,1078261,0
1818,836,4103.23,1078405,0
1818,829,1019.09,1078700,0
1818,609,304.41,1079052,0
1819,2337,1683.61,1079136,0
1820,1446,4815.33,1079139,0
1820,228,812.44,1079425,0
1820,2065,17092.08,1079642,0
1821,2148,766.74,1079773,0
1821,69,1185.3,1079781,0
1822,2942,1597.69,1080089,0
1822,1675,360.97,1080261,0
1822,249,13335.85,1080306,0
1822,420,772.04,1080574,0
1822,1200,326.39,1080818,0
1823,2784,1366.72,1080936,0
1823,867,2981.69,1081217,0
1823,2434,5018.94,1081413,0
1823,2506,863.8,1081430,0
1824,2638,493.35,1081605,0
1824,1550,3456.99,1081716,0
1824,624,891.08,1081814,0
1825,2001,3631.0,1082000,0
1826,1481,1233.09,1082381,0
1826,1561,3045.55,1082483,0
1826,1943,1308.04,1082631,0
1826,713,755.66,1082679,0
1827,2902,256.01,1082923,0
1827,129,549.67,1083265,0
1827,2657,1384.47,1083646,0
1827,2488,1023.34,1083960,0
1827,1158,754.52,1084250,0
1828,264,558.44,1084485,0
1828,2254,442.7,1084556,0
1828,1748,725.47,1084577,0
1828,2385,1056.49,1084951,0
1829,236,157.74,1085309,0
1829,2808,385.42,1085480,0
1829,302,3949.14,1085671,0
1830,1665,1430.01,1085855,0
1830,1136,6702.0,1086062,0
1830,1622,753.88,1086124,0
1830,492,907.99,1086189,0
1831,662,1479.34,1086347,0
1831,941,1797.72,1086566,0
1831,1117,471.5,1086739,0
1831,436,3078.57,1086930,0
1832,1837,1348.87,1087128,0
1832,1895,368.5,1087507,0
1832,311,5175.47,1087787,0
1832,2445,300.62,1088136,0
1832,2985,3315.71,1088463,0
1833,1168,252.5,1088840,0
1833,1936,1962.12,1088882,0
1833,1903,1421.02,1089044,0
1833,2659,344.2,1089266,0
1834,1546,565.28,1089363,0
1834,938,1145.75,1089563,0
1834,1027,759.44,1089939,0
1835,2552,2599.14,1090242,0
1835,2702,2200.01,1090548,0
1835,2234,10960.58,1090918,0
1836,381,1389.05,1091292,0
1837,1716,2400.38,1091665,0
1837,445,1292.8,1091810,0
1837,2075,884.49,1092007,0
1838,2759,1568.69,1092312,0
1838,2024,4211.66,1092328,0
1839,2579,1018.2,1092333,0
1840,1991,2122.79,1092540,0
1841,1029,104.33,1092703,0
1841,21,2196.48,1092961,0
1841,83,1960.35,1093262,0
1842,2419,3268.95,1093485,0
1842,2699,2215.13,1093545,0
1842,2084,531.05,1093741,0
1843,2715,2128.57,1093860,0
1843,1315,1994.17,1094110,0
1843,2502,862.59,1094192,0
1843,630,438.28,1094337,0
1844,2808,10107.44,1094357,0
1845,2222,2206.72,1094707,0
1845,1105,661.3,1094906,0
1845,2756,558.52,1095170,0
1846,2800,482.17,1095401,0
1846,2990,1457.65,1095686,0
1846,2059,916.67,1095963,0
1846,1080,1218.0,1096223,0
1847,1512,3288.3,1096463,0
1847,2066,9638.17,1096809,0
1848,1036,739.43,1097115,0
1848,1520,838.41,1097235,0
1848,405,1666.28,1097350,0
1848,1942,1053.78,1097416,0
1848,1205,538.39,1097725,0
1849,1141,1737.63,1097888,0
1850,1623,926.63,1097889,0
1850,533,883.66,1097987,0
1850,166,753.46,1098297,0
1850,159,621.79,1098623,0
1851,268,220.81,1098740,0
1851,1878,341.62,1098897,0
1851,1940,517.17,1099141,0
1851,2661,408.47,1099398,0
1852,2025,275.96,1099772,0
1852,1393,1750.09,1100040,0
1852,634,2620.68,1100047,0
1852,1303,3194.03,1100293,0
1853,2254,439.2,1100299,0
1853,114,195.03,1100657,0
1853,917,645.79,1100980,0
1853,857,2834.54,1101043,0
1853,1852,3331.21,1101311,0
1854,225,1394.16,1101618,0
1854,1628,217.52,1101673,0
1855,400,995.65,1102017,0
1855,405,4484.27,1102107,0
1855,1302,967.58,1102283,0
1855,1532,5237.86,1102546,0
1855,2672,415.01,1102835,0
1856,1322,1037.62,1103208,0
1856,1418,1446.05,1103381,0
1856,1118,1335.94,1103600,0
1857,971,1429.04,1103646,0
1858,2068,9601.95,1104037,0
1858,2453,2100.9,1104434,0
1858,864,840.85,1104808,0
1859,1404,720.36,1104870,0
1860,1591,862.51,1104974,0
1860,346,5005.38,1105203,0
1860,811,300.68,1105377,0
1860,1019,425.8,1105720,0
1860,306,235.68,1105858,0
1861,1413,2066.35,1105949,0
1861,1784,7156.41,1106101,0
1861,2536,6153.33,1106431,0
1861,2816,1578.81,1106599,0
1861,1859,1636.19,1106852,0
1862,494,7024.11,1106964,0
1863,45,1222.93,1107089,0
1863,519,19599.97,1107123,0
1863,2746,1384.57,1107416,0
1863,1409,1438.88,1107645,0
1864,555,1201.6,1107860,0
1865,2676,8286.58,1108117,0
1865,2904,1938.39,1108177,0
1865,825,561.7,1108512,0
1866,1992,511.08,1108707,0
1866,726,2081.62,1108945,0
1866,461,3006.05,1109172,0
1866,614,552.03,1109493,0
1866,681,537.89,1109621,0
1867,2052,1643.65,1109986,0
1868,539,1066.41,1110364,0
1869,1466,1438.93,1110397,0
1869,269,936.73,1110779,0
1869,602,426.56,1111158,0
1869,1696,353.31,1111477,0
1870,1915,602.45,1111603,0
1871,2615,2696.99,1111669,0
1872,1870,2768.9,1111872,0
1873,2317,103.77,1112178,0
1874,1073,698.49,1112454,0
1874,1862,959.93,1112504,0
1874,1576,1740.8,1112518,0
1874,1993,4386.6,1112624,0
1874,878,5245.43,1113018,0
1875,2766,1051.09,1113158,0
1875,1682,383.74,1113183,0
1875,139,1423.11,1113242,0
1875,1398,150.85,1113414,0
1876,1896,836.71,1113430,0
1876,2384,541.21,1113805,0
1876,2997,642.42,1113843,0
1877,1155,804.01,1113867,0
1878,836,226.83,1113982,0
1878,2857,3911.19,1114205,0
1878,2318,422.14,1114536,0
1879,2119,3164.25,1114875,0
1879,1208,1057.96,1115102,0
1879,1346,784.45,1115249,0
1879,2270,5492.8,1115368,0
1880,1087,1833.15,1115533,0
1880,49,777.64,1115645,0
1880,509,1433.48,1116020,0
1880,1944,1615.17,1116048,0
1881,639,775.29,1116303,0
1881,2474,888.57,1116677,0
1881,151,1098.52,1117044,0
1881,2,1487.29,1117239,0
1882,278,2233.33,1117293,0
1882,1678,8857.78,1117640,0
1882,1544,5376.16,1117757,0
1882,583,266.93,1117966,0
1882,2044,3678.83,1118062,0
1883,1951,10161.96,1118406,0
1883,722,259.25,1118705,0
1884,1749,3419.27,1118880,0
1884,2620,716.67,1118963,0
1884,2205,393.81,1119256,0
1885,2354,1585.06,1119330,0
1885,849,1432.0,1119348,0
1885,2651,2124.55,1119619,0
1886,810,204.39,1119854,0
1886,1567,1788.28,1119921,0
1887,1429,743.99,1120295,0
1887,2111,288.39,1120622,0
1887,2341,1720.13,1120664,0
1887,2904,438.73,1120771,0
1887,990,3495.91,1121034,0
1888,540,451.75,1121358,0
1888,2992,2836.34,1121636,0
1888,2671,3339.69,1121654,0
1888,1773,3775.76,1121803,0
1888,2623,6307.84,1122126,0
1889,1885,3746.99,1122330,0
1889,1994,632.53,1122513,0
1889,1788,95.11,1122900,0
1889,1119,727.46,1122904,0
1889,243,1741.69,1123158,0
1890,171,367.18,1123516,0
1891,690,307.43,1123576,0
1891,349,6830.84,1123778,0
1891,2294,1072.8,1123919,0
1891,1785,217.06,1124205,0
1892,1821,188.22,1124502,0
1892,1575,1562.17,1124805,0
1893,159,689.92,1125025,0
1893,941,2951.75,1125315,0
1893,1235,4125.44,1125703,0
1893,2515,1188.53,1125844,0
1894,2993,2096.35,1125907,0
1894,1541,454.66,1126111,0
1894,607,1349.46,1126209,0
1894,793,1588.28,1126228,0
1895,660,852.02,1126573,0
1895,1961,2106.81,1126702,0
1895,1637,242.52,1127051,0
1895,207,1663.46,1127335,0
1895,796,1257.56,1127651,0
1896,600,3482.57,1127779,0
1896,1514,878.13,1127953,0
1896,2836,778.21,1128115,0
1896,1606,910.39,1128211,0
1896,1226,104.26,1128526,0
1897,1208,454.58,1128744,0
1897,1202,837.31,1128900,0
1898,1045,237.76,1129253,0
1899,1805,971.67,1129457,0
1899,2256,1005.11,1129581,0
1899,1550,335.96,1129666,0
1899,2233,5030.45,1129908,0
1900,1966,3522.06,1130211,0
1901,245,1789.63,1130267,0
1901,2111,4594.14,1130553,0
1902,2601,483.6,1130831,0
1902,2983,8461.97,1131023,0
1902,525,5364.57,1131153,0
1902,19,2655.63,1131400,0
1903,772,2142.26,1131696,0
1903,355,1016.12,1131788,0
1903,954,1746.36,1131901,0
1903,1510,895.69,1131956,0
1904,1438,523.92,1132006,0
1904,2878,601.85,1132196,0
1904,1311,145.1,1132345,0
1905,84,2903.83,1132692,0
1905,172,635.43,1132695,0
1905,496,2873.32,1133076,0
1906,604,1145.78,1133288,0
1906,1904,639.26,1133505,0
1906,2033,405.58,1133902,0
1907,57,1468.3,1134206,0
1907,2831,810.94,1134217,0
1907,30,1405.59,1134231,0
1907,619,3332.42,1134439,0
1908,2637,1597.13,1134824,0
1909,2878,386.58,1135170,0
1909,1264,5688.41,1135490,0
1910,2206,1727.61,1135568,0
1911,1521,829.15,1135696,0
1912,349,272.05,1135704,0
1912,637,196.07,1135992,0
1912,2954,725.01,1136034,0
1912,1154,869.56,1136108,0
1913,2436,4548.66,1136237,0
1913,813,237.11,1136462,0
1913,178,914.47,1136473,0
1913,1518,2396.48,1136592,0
1913,2962,1106.15,1136844,0
1914,781,1439.78,1136884,0
1914,446,948.3,1136885,0
1914,1704,1928.02,1137077,0
1914,1055,1268.69,1137259,0
1915,1647,5265.56,1137576,0
1915,1924,14853.43,1137787,0
1915,3,1152.69,1137989,0
1915,810,530.57,1138367,0
1915,1448,4450.58,1138750,0
1916,1603,841.83,1139059,0
1917,2706,835.82,1139184,0
1917,48,1749.83,1139372,0
1917,61,302.22,1139719,0
1918,2360,2031.05,1140089,0
1918,1263,6996.67,1140095,0
1918,1852,2019.88,1140290,0
1919,1458,520.22,1140624,0
1919,2591,1517.37,1140684,0
1920,2222,1903.41,1140720,0
1921,2233,808.55,1140946,0
1921,957,493.4,1141175,0
1921,1636,1063.96,1141536,0
1921,2926,3590.83,1141885,0
1922,1021,1346.94,1141983,0
1922,639,305.98,1142060,0
1922,317,211.16,1142159,0
1922,1430,259.71,1142531,0
1922,2539,4114.71,1142823,0
1923,2867,1238.99,1143071,0
1924,1973,5720.01,1143246,0
1924,1602,856.95,1143411,0
1925,2241,2299.1,1143628,0
1926,2842,896.72,1143791,0
1926,1907,1594.91,1144146,0
1927,1445,821.89,1144286,0
1928,1477,3007.46,1144354,0
1928,947,2378.52,1144752,0
1928,2165,245.17,1144864,0
1929,1282,1073.22,1145255,0
1929,1484,7534.97,1145277,0
1929,1061,4507.65,1145628,0
1930,1941,3323.01,1145744,0
1930,2468,3605.36,1146027,0
1930,1230,940.05,1146158,0
1930,2401,623.73,1146431,0
1931,1690,412.47,1146540,0
1932,2746,1094.02,1146927,0
1932,1501,431.48,1147309,0
1932,1982,1099.34,1147669,0
1932,2203,956.36,1147887,0
1932,1733,7765.37,1147969,0
1933,2888,13412.28,1148220,0
1933,2880,822.68,1148493,0
1933,1036,478.95,1148755,0
1933,637,69.74,1149145,0
1934,1588,774.55,1149174,0
1934,1679,103.87,1149429,0
1934,1819,1631.12,1149799,0
1935,1072,645.32,1150068,0
1935,1631,138.95,1150368,0
1936,708,454.28,1150485,0
1936,2171,7141.1,1150798,0
1936,889,3335.73,1151134,0
1936,217,499.46,1151316,0
1936,2335,260.42,1151684,0
1937,2480,253.68,1151943,0
1937,1852,2610.77,1152237,0
1937,1023,556.08,1152274,0
1938,1768,6496.77,1152556,0
1938,635,745.04,1152663,0
1938,1260,1147.23,1152786,0
1939,2500,3381.97,1152971,0
1939,2479,2659.28,1153249,0
1940,2518,2987.74,1153395,0
1940,2001,1000.72,1153472,0
1940,2826,5119.64,1153547,0
1940,1208,1257.25,1153608,0
1940,2389,5164.96,1153912,0
1941,566,1503.78,1154242,0
1941,1738,619.73,1154364,0
1941,1610,542.16,1154441,0
1941,283,473.94,1154753,0
1942,481,938.62,1154934,0
1943,2695,938.65,1155079,0
1944,336,1442.02,1155358,0
1944,2029,1342.86,1155360,0
1944,179,610.01,1155634,0
1945,275,4719.3,1155734,0
1945,1598,1300.3,1156127,0
1945,151,3232.65,1156396,0
1945,2636,291.58,1156596,0
1945,1849,715.91,1156831,0
1946,54,9864.45,1156930,0
1946,1764,3516.03,1157094,0
1946,1588,2052.22,1157438,0
1946,2458,1378.85,1157600,0
1947,506,672.61,1157821,0
1947,1984,1558.84,1158047,0
1947,2993,3641.89,1158131,0
1948,225,3515.76,1158495,0
1948,1740,1980.7,1158826,0
1948,331,835.27,1159204,0
1949,2960,253.62,1159561,0
1949,1633,1232.1,1159589,0
1949,1965,1870.66,1159789,0
1949,1423,665.95,1159840,0
1950,95,239.48,1159957,0
1950,1236,622.02,1160097,0
1950,1214,1597.6,1160319,0
1950,105,1522.14,1160417,0
1951,612,138.85,1160712,0
1952,1150,1824.81,1161038,0
1953,2912,6029.27,1161294,0
1954,2676,729.06,1161610,0
1954,2512,605.92,1161819,0
1954,210,1638.57,1161891,0
1955,2997,2788.49,1162080,0
1955,545,3023.07,1162138,0
1956,2614,9256.05,1162251,0
1957,1508,529.31,1162456,0
1957,2662,504.29,1162826,0
1957,2113,1683.54,1163145,0
1957,110,801.81,1163368,0
1957,759,3831.32,1163404,0
1958,605,150.3,1163735,0
1959,1156,5724.66,1163758,0
1959,131,2989.51,1163994,0
1959,1476,277.09,1164049,0
1960,2340,4196.6,1164435,0
1960,637,837.33,1164620,0
1961,1992,3213.0,1164799,0
1961,1316,872.03,1164957,0
1962,2548,1272.37,1165031,0
1962,1582,844.56,1165402,0
1962,1450,759.8,1165480,0
1962,951,372.43,1165837,0
1962,2126,2063.81,1166021,0
1963,735,1694.54,1166341,0
1963,1692,1022.96,1166479,0
1964,384,3046.62,1166870,0
1965,2752,4241.47,1167113,0
1965,235,897.08,1167304,0
1965,1465,3623.16,1167441,0
1965,1802,820.2,1167522,0
1966,2464,894.3,1167725,0
1967,667,385.68,1168013,0
1967,415,503.55,1168104,0
1967,895,928.25,1168494,0
1968,1863,10824.17,1168514,0
1968,1111,267.99,1168739,0
1969,546,1257.29,1168958,0
1969,1085,91.66,1169235,0
1969,2050,471.2,1169487,0
1969,2104,7012.25,1169883,0
1969,116,844.01,1170040,0
1970,96,1701.02,1170351,0
1971,2798,25790.36,1170743,0
1971,1403,899.77,1170929,0
1972,538,1799.73,1171152,0
1972,265,1734.26,1171506,0
1973,1904,1639.03,1171727,0
1974,1583,493.79,1171864,0
1974,951,1126.15,1172061,0
1974,1208,738.02,1172225,0
1974,1621,3974.85,1172417,0
1975,120,1762.32,1172790,0
1975,1336,954.49,1172980,0
1975,728,705.47,1173112,0
1975,2947,588.29,1173497,0
1975,94,2188.93,1173607,0
1976,1599,1226.89,1173702,0
1976,2120,557.93,1173934,0
1976,1270,133.12,1174118,0
1976,2720,2315.68,1174246,0
1976,1954,1188.23,1174568,0
1977,485,4558.94,1174765,0
